TRGID,ProgramName,MasterProgramName,CategoryName,Manufacturer,Classification_PHYSICAL CONDITION,Classification_CONDITION,RTVType,OrderNumber,Sale Price (Discount applied),Retail Price On Sale Date,MR_LMR_UPC_AverageCategoryRetail,UPCRetail,Order Type Sold On,Marketplace Sold On,OrderCustomerName,OrderCustomerCompanyName,MarketplacePONumber,SortingIndex,LocationID,OrderCreatedDate
TRG00426,MILON-WM-DOTCA-RTV,Warehouse Direct,TVs,HP,Good,C,RTV,ORD-10426,81.62,41.16,194.86,244.14,Retail,Shopify,Sam Patel,Acme Returns LLC,PO-426,4,LOC-5,2026-09-12
TRG00427,PHXAZ-RETURNS,Open Box Returns,Computers,HP,Very Good,C,RTV Liquidate,ORD-10427,178.34,99.08,41.68,180.02,Wholesale,Shopify,Sam Patel,Acme Returns LLC,PO-427,,,2026-08-28
TRG00429,MIAFL-HEAD-OFFICE,Walmart Headphones & Speakers (Not Apple) (Finished),Headphones,HP,Very Good,A,Non RTV,ORD-10429,24.94,95.11,131.40,203.77,Wholesale,Amazon,Sam Patel,Acme Returns LLC,PO-429,11,LOC-41,2026-09-15
TRG00430,PHXAZ-RETURNS,Walmart Monitors (Finished),Accessories,Dell,Good,B,Non RTV,ORD-10430,189.50,56.55,151.91,259.47,Wholesale,Walmart,Sam Patel,Acme Returns LLC,PO-430,,,2026-09-11
TRG00431,BRTON-WM-BAR,Specialty,Monitors,Dell,Damaged,C,Non RTV,ORD-10431,153.21,104.29,196.48,42.97,Liquidation,Amazon,Sam Patel,Acme Returns LLC,PO-431,8,LOC-43,2026-08-25
TRG00432,MIAFL-HEAD-OFFICE,Walmart Monitors (Finished),Monitors,HP,Damaged,B,Non RTV,ORD-10432,149.17,74.89,225.77,143.58,Liquidation,Amazon,Jordan Lee,Acme Returns LLC,PO-432,,,2026-08-22
TRG00433,MIAFL-HEAD-OFFICE,Walmart Computers Parts (Finished),Tablets,HP,Very Good,A,RTV Liquidate,ORD-10433,163.94,55.64,146.21,35.82,Wholesale,Walmart,Alex Nguyen,Acme Returns LLC,PO-433,,,2026-09-02
TRG00435,PHXAZ-RETURNS,Warehouse Direct,Accessories,Dell,Damaged,A,Non RTV,ORD-10435,35.88,156.31,100.37,252.06,Retail,Walmart,Sam Patel,Acme Returns LLC,PO-435,,,2026-08-10
TRG00436,MILON-WM-DOTCA-RTV,Walmart Monitors (Finished),Computers,Samsung,Fair,A,,ORD-10436,37.98,94.59,141.10,173.22,Liquidation,Shopify,Jordan Lee,Acme Returns LLC,PO-436,4,LOC-48,2026-09-08
TRG00437,MILON-WM-DOTCA-RTV,Open Box Returns,Accessories,Dell,Damaged,C,Non RTV,ORD-10437,0.00,185.95,182.87,50.76,Retail,Walmart,Sam Patel,Acme Returns LLC,PO-437,8,LOC-10,2026-08-06
TRG00438,DALLX-HEADPHONES,Walmart Monitors (Finished),TVs,Dell,Fair,C,Non RTV,ORD-10438,126.33,111.74,114.12,44.70,Liquidation,eBay,Jordan Lee,Acme Returns LLC,PO-438,,,2026-08-27
TRG00439,BRTON-WM-BAR,Warehouse Direct,Accessories,Dell,Very Good,B,Non RTV,ORD-10439,97.16,239.05,102.17,32.40,Liquidation,eBay,Alex Nguyen,Acme Returns LLC,PO-439,9,LOC-56,2026-08-21
TRG00441,MIAFL-HEAD-OFFICE,Walmart Computer Parts (Finished),Tablets,HP,Good,B,,ORD-10441,58.75,40.45,84.36,158.85,Retail,Shopify,Sam Patel,Acme Returns LLC,PO-441,,,2026-09-06
TRG00442,MIAFL-HEAD-OFFICE,Walmart Headphones & Speakers (Not Apple) (Finished),Tablets,HP,Fair,B,,ORD-10442,50.12,63.34,163.18,228.73,Liquidation,Shopify,Alex Nguyen,Acme Returns LLC,PO-442,,,2026-08-21
TRG00443,BRTON-WM-BAR,Walmart Computers Parts (Finished),Accessories,Dell,Fair,B,,ORD-10443,123.70,167.16,149.40,232.07,Retail,Shopify,Alex Nguyen,Acme Returns LLC,PO-443,2,LOC-31,2026-09-10
TRG00444,WFS-OVERFLOW,Open Box Returns,TVs,Dell,Very Good,C,Return to Stock,ORD-10444,135.18,81.95,170.62,81.07,Retail,eBay,Alex Nguyen,Acme Returns LLC,PO-444,5,LOC-15,2026-08-27
TRG00445,MILON-WM-DOTCA-RTV,Walmart Finished Goods Wide Sku (Finished),TVs,Dell,Fair,C,,ORD-10445,44.94,202.39,116.59,231.91,Wholesale,Shopify,Jordan Lee,Acme Returns LLC,PO-445,,,2026-08-22
TRG00446,MILON-WM-DOTCA-RTV,Walmart Computers Parts (Finished),Monitors,HP,Fair,C,RTV Liquidate,ORD-10446,116.84,217.47,189.20,259.77,Wholesale,Amazon,Sam Patel,Acme Returns LLC,PO-446,4,LOC-50,2026-09-09
TRG00448,MIAFL-HEAD-OFFICE,Open Box Returns,Tablets,Dell,Good,C,Non RTV,ORD-10448,179.65,211.42,46.35,166.19,Wholesale,Shopify,Sam Patel,Acme Returns LLC,PO-448,6,LOC-24,2026-09-05
TRG00449,PHXAZ-RETURNS,Warehouse Direct,Accessories,Samsung,Good,A,RTV Liquidate,ORD-10449,92.27,214.56,46.38,239.59,Wholesale,Amazon,Alex Nguyen,Acme Returns LLC,PO-449,11,LOC-57,2026-09-02
TRG00450,MILON-WM-DOTCA-RTV,Open Box Returns,TVs,HP,Good,C,RTV Liquidate,ORD-10450,111.90,167.51,51.90,132.27,Wholesale,Shopify,Jordan Lee,Acme Returns LLC,PO-450,,,2026-08-13
TRG00452,BRTON-WM-BAR,Walmart Headphones & Speakers (Not Apple) (Finished),Monitors,Dell,Very Good,B,RTV Liquidate,ORD-10452,42.18,81.09,254.55,269.13,Wholesale,eBay,Alex Nguyen,Acme Returns LLC,PO-452,,,2026-09-12
TRG00454,PHXAZ-RETURNS,Specialty,Accessories,HP,Very Good,B,RTV Approved,ORD-10454,40.90,151.03,114.43,257.09,Retail,Shopify,Alex Nguyen,Acme Returns LLC,PO-454,8,LOC-11,2026-08-23
TRG00457,MILON-WM-DOTCA-RTV,Walmart Finished Goods Wide Sku (Finished),Tablets,Dell,Very Good,B,Non RTV,ORD-10457,116.92,39.59,187.86,268.39,Liquidation,eBay,Sam Patel,Acme Returns LLC,PO-457,12,LOC-38,2026-09-04
TRG00458,BRTON-WM-FOO,Open Box Returns,TVs,Dell,Damaged,B,RTV Liquidate,ORD-10458,21.03,173.90,80.50,104.80,Liquidation,eBay,Jordan Lee,Acme Returns LLC,PO-458,6,LOC-12,2026-09-08
TRG00460,BRTON-WM-FOO,Open Box Returns,Computers,HP,Fair,A,Non RTV,ORD-10460,89.18,77.82,114.54,128.83,Retail,Shopify,Sam Patel,Acme Returns LLC,PO-460,,,2026-08-17
TRG00461,DALLX-HEADPHONES,Walmart Finished Goods Wide Sku (Finished),Accessories,HP,Damaged,C,Non RTV,ORD-10461,157.97,192.24,149.91,72.62,Liquidation,Shopify,Jordan Lee,Acme Returns LLC,PO-461,,,2026-09-13
TRG00462,PHXAZ-RETURNS,Walmart Monitors (Finished),Monitors,HP,Very Good,B,Non RTV,ORD-10462,86.14,91.12,42.82,204.23,Liquidation,Amazon,Jordan Lee,Acme Returns LLC,PO-462,,,2026-08-10
TRG00463,WFS-OVERFLOW,Warehouse Direct,Tablets,HP,Damaged,B,Non RTV,ORD-10463,89.74,178.26,87.72,140.91,Liquidation,Shopify,Sam Patel,Acme Returns LLC,PO-463,,,2026-08-13
TRG00464,PHXAZ-RETURNS,Warehouse Direct,Accessories,HP,Damaged,C,Non RTV,ORD-10464,41.71,206.29,240.75,89.41,Retail,Shopify,Sam Patel,Acme Returns LLC,PO-464,,,2026-09-13
TRG00465,WFS-OVERFLOW,Walmart Headphones & Speakers (Not Apple) (Finished),Accessories,Dell,Fair,C,Non RTV,ORD-10465,158.58,206.14,187.39,194.02,Liquidation,Amazon,Alex Nguyen,Acme Returns LLC,PO-465,12,LOC-59,2026-09-14
TRG00467,WFS-OVERFLOW,Specialty,Accessories,HP,Fair,C,,ORD-10467,137.38,124.06,172.98,83.75,Wholesale,Amazon,Jordan Lee,Acme Returns LLC,PO-467,,,2026-08-21
TRG00469,DALLX-HEADPHONES,Specialty,Computers,Samsung,Good,A,RTV Liquidate,ORD-10469,113.70,248.99,254.80,207.85,Wholesale,Shopify,Alex Nguyen,Acme Returns LLC,PO-469,,,2026-08-14
TRG00470,PHXAZ-RETURNS,Walmart Computers Parts (Finished),Accessories,Samsung,Good,B,,ORD-10470,169.90,68.62,134.01,170.42,Retail,eBay,Sam Patel,Acme Returns LLC,PO-470,7,LOC-38,2026-08-15
TRG00471,WFS-OVERFLOW,Walmart Finished Goods Wide Sku (Finished),TVs,Dell,Fair,A,,ORD-10471,118.11,46.89,171.71,123.55,Liquidation,Walmart,Sam Patel,Acme Returns LLC,PO-471,,,2026-08-29
TRG00472,MIAFL-HEAD-OFFICE,Walmart Monitors (Finished),Computers,HP,Good,C,Non RTV,ORD-10472,65.04,46.37,239.02,71.50,Liquidation,Shopify,Sender Shamiss,Acme Returns LLC,PO-472,,,2026-08-29
TRG00473,WFS-OVERFLOW,Walmart Computers Parts (Finished),Tablets,Dell,Fair,A,,ORD-10473,119.25,93.65,169.80,42.56,Liquidation,Shopify,Jordan Lee,Acme Returns LLC,PO-473,,,2026-08-13
TRG00474,BRTON-WM-BAR,Walmart Computer Parts (Finished),Monitors,Samsung,Very Good,B,RTV,ORD-10474,158.25,158.49,41.04,202.62,Retail,Amazon,Sam Patel,Acme Returns LLC,PO-474,10,LOC-11,2026-08-22
TRG00475,BRTON-WM-BAR,Specialty,Tablets,Dell,Very Good,A,RTV Liquidate,ORD-10475,0.00,151.39,54.29,269.12,Wholesale,eBay,Alex Nguyen,Acme Returns LLC,PO-475,,,2026-08-19
TRG00476,MIAFL-HEAD-OFFICE,Specialty,Headphones,Samsung,Good,B,,ORD-10476,110.61,221.29,117.98,253.06,Wholesale,eBay,Alex Nguyen,Acme Returns LLC,PO-476,5,LOC-42,2026-09-06
TRG00477,MILON-WM-DOTCA-RTV,Walmart Headphones & Speakers (Not Apple) (Finished),Monitors,Dell,Fair,A,,ORD-10477,107.18,62.66,251.90,53.59,Liquidation,Walmart,Sam Patel,The Recon Group LLP,PO-477,,,2026-08-29
TRG00478,MILON-WM-DOTCA-RTV,Walmart Computers Parts (Finished),Headphones,HP,Damaged,C,,ORD-10478,137.47,156.22,156.45,96.12,Liquidation,eBay,Alex Nguyen,Acme Returns LLC,PO-478,,,2026-09-02
TRG00479,BRTON-WM-BAR,Walmart Monitors (Finished),Computers,Dell,Good,A,Non RTV,ORD-10479,29.27,46.71,62.41,253.01,Liquidation,Walmart,Sam Patel,Acme Returns LLC,PO-479,,,2026-08-27
TRG00480,WFS-OVERFLOW,Walmart Finished Goods Wide Sku (Finished),Tablets,Dell,Good,A,RTV Liquidate,ORD-10480,118.02,93.05,158.76,218.19,Wholesale,Shopify,Sam Patel,Acme Returns LLC,PO-480,,,2026-08-21
TRG00481,BRTON-WM-BAR,Specialty,Accessories,HP,Damaged,B,Non RTV,ORD-10481,61.47,132.67,88.51,263.32,Wholesale,eBay,Jordan Lee,Acme Returns LLC,PO-481,6,LOC-24,2026-09-11
TRG00483,MILON-WM-DOTCA-RTV,Warehouse Direct,TVs,Samsung,Fair,A,RTV Liquidate,ORD-10483,14.42,152.81,221.57,267.71,Wholesale,Amazon,Sam Patel,Acme Returns LLC,PO-483,,,2026-09-10
TRG00484,PHXAZ-RETURNS,Warehouse Direct,Tablets,Samsung,Damaged,C,Non RTV,ORD-10484,131.08,194.27,228.35,63.13,Wholesale,Walmart,Jordan Lee,Acme Returns LLC,PO-484,,,2026-08-24
TRG00485,BRTON-WM-FOO,Walmart Monitors (Finished),Headphones,HP,Damaged,A,,ORD-10485,122.53,224.64,95.11,206.39,Retail,Walmart,Jordan Lee,Acme Returns LLC,PO-485,,,2026-08-26
TRG00486,MILON-WM-DOTCA-RTV,Open Box Returns,Monitors,Dell,Very Good,C,RTV Liquidate,ORD-10486,127.31,132.06,196.19,74.07,Liquidation,Amazon,Alex Nguyen,Acme Returns LLC,PO-486,4,LOC-3,2026-08-26
TRG00487,MILON-WM-DOTCA-RTV,Warehouse Direct,Headphones,HP,Damaged,A,Non RTV,ORD-10487,128.99,93.42,89.71,143.26,Liquidation,Walmart,Alex Nguyen,Acme Returns LLC,PO-487,9,LOC-2,2026-09-09
TRG00488,MILON-WM-DOTCA-RTV,Open Box Returns,Monitors,Dell,Fair,A,Non RTV,ORD-10488,382.43,212.46,142.75,254.35,Retail,Walmart,Jordan Lee,Acme Returns LLC,PO-488,,,2026-09-07
TRG00489,MILON-WM-DOTCA-RTV,Walmart Monitors (Finished),Tablets,Samsung,Damaged,C,,ORD-10489,74.24,60.96,110.18,164.71,Liquidation,Shopify,Jordan Lee,Acme Returns LLC,PO-489,,,2026-09-03
TRG00490,BRTON-WM-FOO,Open Box Returns,Computers,Samsung,Fair,B,RTV Liquidate,ORD-10490,134.81,111.94,168.60,164.12,Wholesale,Walmart,Alex Nguyen,Acme Returns LLC,PO-490,3,LOC-12,2026-09-05
TRG00492,MILON-WM-DOTCA-RTV,Walmart Computers Parts (Finished),TVs,Dell,Fair,C,Non RTV,ORD-10492,54.19,54.85,91.85,171.95,Retail,Amazon,Sam Patel,Acme Returns LLC,PO-492,,,2026-09-08
TRG00493,PHXAZ-RETURNS,Specialty,Monitors,HP,Very Good,C,Non RTV,ORD-10493,85.33,44.95,138.47,249.75,Retail,Shopify,Sam Patel,Acme Returns LLC,PO-493,8,LOC-42,2026-08-07
TRG00494,PHXAZ-RETURNS,Warehouse Direct,Accessories,HP,Damaged,C,Non RTV,ORD-10494,121.06,126.00,173.84,165.58,Liquidation,Shopify,Sam Patel,Acme Returns LLC,PO-494,4,LOC-9,2026-09-13
TRG00495,MILON-WM-DOTCA-RTV,Open Box Returns,Accessories,Dell,Very Good,C,RTV,ORD-10495,24.56,230.84,212.32,52.83,Wholesale,Walmart,Sam Patel,Acme Returns LLC,PO-495,7,LOC-5,2026-09-10
TRG00496,PHXAZ-RETURNS,Walmart Monitors (Finished),TVs,Dell,Damaged,B,Non RTV,ORD-10496,189.79,49.15,43.30,169.63,Wholesale,Walmart,Sam Patel,Acme Returns LLC,PO-496,,,2026-09-15
TRG00497,DALLX-HEADPHONES,Walmart Finished Goods Wide Sku (Finished),Monitors,Dell,Fair,B,RTV Liquidate,ORD-10497,157.54,241.41,83.43,55.91,Retail,Shopify,Alex Nguyen,Acme Returns LLC,PO-497,6,LOC-47,2026-08-20
TRG00498,MIAFL-HEAD-OFFICE,Walmart Monitors (Finished),Accessories,HP,Fair,A,RTV Liquidate,ORD-10498,150.27,123.39,235.17,70.17,Retail,Walmart,Alex Nguyen,Acme Returns LLC,PO-498,,,2026-09-04
TRG00499,DALLX-HEADPHONES,Walmart Headphones & Speakers (Not Apple) (Finished),Monitors,Dell,Fair,C,,ORD-10499,31.69,197.67,149.20,120.63,Liquidation,Walmart,Sam Patel,Acme Returns LLC,PO-499,,,2026-08-24
TRG00500,BRTON-WM-FOO,Walmart Computer Parts (Finished),Monitors,Dell,Very Good,B,Non RTV,ORD-10500,191.87,231.94,147.47,115.05,Liquidation,Amazon,Jordan Lee,Acme Returns LLC,PO-500,,,2026-08-20
TRG00501,PHXAZ-RETURNS,Walmart Computers Parts (Finished),TVs,Dell,Very Good,B,RTV Liquidate,ORD-10501,184.94,127.00,165.63,124.17,Wholesale,eBay,Sam Patel,Acme Returns LLC,PO-501,2,LOC-46,2026-08-14
TRG00503,WFS-OVERFLOW,Walmart Headphones & Speakers (Not Apple) (Finished),Computers,Samsung,Fair,C,Non RTV,ORD-10503,124.17,160.57,219.42,265.63,Wholesale,Shopify,Sam Patel,Acme Returns LLC,PO-503,,,2026-08-20
TRG00506,WFS-OVERFLOW,Walmart Computer Parts (Finished),Headphones,HP,Very Good,A,RTV Liquidate,ORD-10506,161.95,67.45,67.27,199.09,Wholesale,Shopify,Alex Nguyen,Acme Returns LLC,PO-506,,,2026-08-14
TRG00507,BRTON-WM-FOO,Walmart Headphones & Speakers (Not Apple) (Finished),Monitors,Dell,Very Good,B,,ORD-10507,190.49,187.79,139.83,78.89,Liquidation,Walmart,Alex Nguyen,Acme Returns LLC,PO-507,3,LOC-30,2026-09-08
TRG00508,DALLX-HEADPHONES,Walmart Monitors (Finished),Tablets,Samsung,Good,B,Non RTV,ORD-10508,60.26,202.42,95.38,69.76,Retail,Amazon,Alex Nguyen,Acme Returns LLC,PO-508,6,LOC-26,2026-08-20
TRG00509,MILON-WM-DOTCA-RTV,Specialty,Tablets,Dell,Fair,C,RTV Liquidate,ORD-10509,181.02,146.36,78.35,90.84,Liquidation,eBay,Alex Nguyen,Acme Returns LLC,PO-509,5,LOC-35,2026-08-22
TRG00511,WFS-OVERFLOW,Open Box Returns,Monitors,Dell,Damaged,C,RTV Liquidate,ORD-10511,54.27,208.69,180.00,160.21,Wholesale,eBay,Jordan Lee,Acme Returns LLC,PO-511,,,2026-09-14
TRG00512,DALLX-HEADPHONES,Walmart Headphones & Speakers (Not Apple) (Finished),Accessories,HP,Good,C,,ORD-10512,104.96,239.98,159.77,94.30,Liquidation,Walmart,Sam Patel,Acme Returns LLC,PO-512,,,2026-09-08
TRG00513,MILON-WM-DOTCA-RTV,Walmart Computers Parts (Finished),Accessories,Dell,Fair,C,Non RTV,ORD-10513,106.10,184.60,217.42,62.69,Wholesale,Amazon,Alex Nguyen,Acme Returns LLC,PO-513,5,LOC-55,2026-08-24
TRG00514,MIAFL-HEAD-OFFICE,Walmart Computer Parts (Finished),Headphones,Samsung,Good,C,,ORD-10514,62.76,214.64,246.53,128.72,Retail,Walmart,Jordan Lee,Acme Returns LLC,PO-514,,,2026-08-28
TRG00515,WFS-OVERFLOW,Specialty,TVs,HP,Very Good,A,Non RTV,ORD-10515,131.88,113.08,231.51,201.95,Wholesale,Amazon,Jordan Lee,Acme Returns LLC,PO-515,2,LOC-13,2026-09-06
TRG00517,BRTON-WM-FOO,Specialty,Accessories,Dell,Very Good,C,Non RTV,ORD-10517,155.59,183.54,193.16,188.45,Wholesale,eBay,Alex Nguyen,Acme Returns LLC,PO-517,,,2026-09-12
TRG00518,DALLX-HEADPHONES,Walmart Monitors (Finished),Headphones,HP,Very Good,C,Non RTV,ORD-10518,40.06,90.75,135.22,234.48,Liquidation,Amazon,Jordan Lee,Acme Returns LLC,PO-518,9,LOC-14,2026-08-07
TRG00521,MILON-WM-DOTCA-RTV,Walmart Finished Goods Wide Sku (Finished),Accessories,HP,Very Good,C,,ORD-10521,67.33,229.69,111.93,219.54,Wholesale,Shopify,Sam Patel,Acme Returns LLC,PO-521,,,2026-08-08
TRG00523,WFS-OVERFLOW,Open Box Returns,TVs,Samsung,Damaged,A,Non RTV,ORD-10523,151.71,63.68,85.84,64.00,Retail,Walmart,Alex Nguyen,Acme Returns LLC,PO-523,,,2026-08-07
TRG00524,PHXAZ-RETURNS,Walmart Finished Goods Wide Sku (Finished),Accessories,HP,Fair,B,RTV Liquidate,ORD-10524,138.84,44.88,93.66,224.04,Retail,Walmart,Sam Patel,Acme Returns LLC,PO-524,,,2026-09-08
TRG00525,MILON-WM-DOTCA-RTV,Walmart Computers Parts (Finished),Tablets,Samsung,Very Good,B,RTV Liquidate,ORD-10525,171.13,63.33,243.80,101.01,Wholesale,Amazon,Alex Nguyen,Acme Returns LLC,PO-525,,,2026-08-30
TRG00526,MIAFL-HEAD-OFFICE,Walmart Finished Goods Wide Sku (Finished),Monitors,HP,Very Good,B,RTV Liquidate,ORD-10526,0.00,212.71,239.17,249.56,Liquidation,Walmart,Alex Nguyen,Acme Returns LLC,PO-526,,,2026-08-07
TRG00527,MILON-WM-DOTCA-RTV,Specialty,Computers,HP,Very Good,A,RTV,ORD-10527,17.51,132.33,132.73,81.40,Liquidation,Amazon,Sam Patel,Acme Returns LLC,PO-527,,,2026-08-21
TRG00529,DALLX-HEADPHONES,Walmart Computers Parts (Finished),TVs,HP,Fair,B,Non RTV,ORD-10529,33.56,178.60,182.58,96.77,Wholesale,Amazon,Alex Nguyen,Acme Returns LLC,PO-529,3,LOC-56,2026-08-21
TRG00530,BRTON-WM-BAR,Walmart Headphones & Speakers (Not Apple) (Finished),Computers,HP,Fair,C,Research,ORD-10530,36.25,38.16,240.30,182.91,Retail,Amazon,Alex Nguyen,The Recon Group LLP,PO-530,10,LOC-27,2026-08-30
TRG00531,BRTON-WM-FOO,Walmart Headphones & Speakers (Not Apple) (Finished),Computers,HP,Fair,C,,ORD-10531,137.54,128.27,128.66,202.75,Liquidation,Walmart,Sender Shamiss,Acme Returns LLC,PO-531,3,LOC-50,2026-08-17
TRG00532,MILON-WM-DOTCA-RTV,Warehouse Direct,Accessories,Dell,Very Good,A,Non RTV,ORD-10532,74.78,114.51,127.48,88.91,Retail,Shopify,Jordan Lee,Acme Returns LLC,PO-532,,,2026-08-23
TRG00533,WFS-OVERFLOW,Walmart Finished Goods Wide Sku (Finished),Headphones,Dell,Good,A,RTV Liquidate,ORD-10533,184.39,85.87,223.92,138.68,Wholesale,Walmart,Sam Patel,Acme Returns LLC,PO-533,,,2026-08-16
TRG00534,PHXAZ-RETURNS,Specialty,Computers,Samsung,Good,C,Non RTV,ORD-10534,179.19,126.89,155.53,98.51,Retail,eBay,Jordan Lee,Acme Returns LLC,PO-534,,,2026-08-13
TRG00535,BRTON-WM-BAR,Walmart Finished Goods Wide Sku (Finished),Computers,Samsung,Damaged,A,,ORD-10535,132.10,216.08,71.72,209.03,Liquidation,Shopify,Jordan Lee,Acme Returns LLC,PO-535,,,2026-08-30
TRG00536,DALLX-HEADPHONES,Specialty,TVs,HP,Good,B,Non RTV,ORD-10536,97.36,170.67,157.33,129.51,Liquidation,Amazon,Jordan Lee,Acme Returns LLC,PO-536,12,LOC-30,2026-08-21
TRG00537,BRTON-WM-FOO,Walmart Monitors (Finished),TVs,HP,Fair,A,,ORD-10537,101.42,128.59,61.50,200.66,Liquidation,Amazon,Jordan Lee,Acme Returns LLC,PO-537,11,LOC-32,2026-08-31
TRG00538,DALLX-HEADPHONES,Open Box Returns,TVs,Samsung,Fair,A,Non RTV,ORD-10538,134.54,109.12,233.51,54.24,Wholesale,Walmart,Jordan Lee,Acme Returns LLC,PO-538,,,2026-08-29
TRG00539,BRTON-WM-BAR,Open Box Returns,TVs,Dell,Damaged,A,Non RTV,ORD-10539,87.77,229.17,251.53,211.27,Retail,Amazon,Jordan Lee,Acme Returns LLC,PO-539,,,2026-08-22
TRG00541,MIAFL-HEAD-OFFICE,Walmart Computer Parts (Finished),Monitors,HP,Very Good,A,Non RTV,ORD-10541,18.97,246.11,215.91,245.66,Liquidation,Shopify,Alex Nguyen,Acme Returns LLC,PO-541,,,2026-09-12
TRG00542,DALLX-HEADPHONES,Walmart Finished Goods Wide Sku (Finished),Headphones,HP,Good,B,RTV Liquidate,ORD-10542,144.47,138.53,227.47,92.23,Wholesale,eBay,Jordan Lee,Acme Returns LLC,PO-542,,,2026-09-02
TRG00544,PHXAZ-RETURNS,Walmart Finished Goods Wide Sku (Finished),Tablets,HP,Damaged,C,Non RTV,ORD-10544,135.77,137.68,166.19,249.55,Retail,Walmart,Sam Patel,Acme Returns LLC,PO-544,,,2026-09-09
TRG00547,MILON-WM-DOTCA-RTV,Walmart Finished Goods Wide Sku (Finished),Tablets,Samsung,Damaged,B,RTV Liquidate,ORD-10547,109.78,182.15,144.91,61.89,Wholesale,Shopify,Jordan Lee,Acme Returns LLC,PO-547,,,2026-09-05
TRG00548,WFS-OVERFLOW,Walmart Monitors (Finished),Tablets,Dell,Damaged,C,,ORD-10548,100.25,55.68,231.42,105.70,Retail,eBay,Sam Patel,Acme Returns LLC,PO-548,,,2026-08-07
TRG00549,MILON-WM-DOTCA-RTV,Warehouse Direct,Tablets,HP,Very Good,B,,ORD-10549,339.19,188.44,52.72,206.06,Wholesale,Shopify,Sam Patel,Acme Returns LLC,PO-549,,,2026-08-16
TRG00551,PHXAZ-RETURNS,Walmart Computers Parts (Finished),Tablets,Samsung,Very Good,B,,ORD-10551,89.46,162.35,122.22,105.10,Retail,Amazon,Alex Nguyen,Acme Returns LLC,PO-551,3,LOC-51,2026-08-20
TRG00552,PHXAZ-RETURNS,Walmart Monitors (Finished),Computers,HP,Very Good,B,,ORD-10552,137.22,138.53,98.56,189.95,Liquidation,Walmart,Jordan Lee,Acme Returns LLC,PO-552,,,2026-08-09
TRG00553,MIAFL-HEAD-OFFICE,Walmart Monitors (Finished),TVs,HP,Damaged,B,RTV Liquidate,ORD-10553,23.96,171.72,196.79,125.44,Retail,Shopify,Alex Nguyen,Acme Returns LLC,PO-553,,,2026-08-24
TRG00554,PHXAZ-RETURNS,Walmart Headphones & Speakers (Not Apple) (Finished),Headphones,Samsung,Fair,B,RTV Liquidate,ORD-10554,88.33,212.94,113.84,185.15,Liquidation,Walmart,Sam Patel,Acme Returns LLC,PO-554,,,2026-08-31
TRG00555,MILON-WM-DOTCA-RTV,Specialty,Tablets,HP,Very Good,B,Non RTV,ORD-10555,0.00,52.49,117.59,64.44,Liquidation,Shopify,Sam Patel,Acme Returns LLC,PO-555,,,2026-08-20
TRG00556,MILON-WM-DOTCA-RTV,Open Box Returns,TVs,HP,Good,B,Non RTV,ORD-10556,26.63,90.67,87.49,267.65,Liquidation,eBay,Sam Patel,Acme Returns LLC,PO-556,1,LOC-19,2026-09-13
TRG00557,DALLX-HEADPHONES,Walmart Finished Goods Wide Sku (Finished),Accessories,Dell,Fair,C,RTV Liquidate,ORD-10557,24.04,135.88,251.74,188.41,Retail,eBay,Alex Nguyen,Acme Returns LLC,PO-557,,,2026-08-25
TRG00558,WFS-OVERFLOW,Specialty,Monitors,Samsung,Fair,C,,ORD-10558,108.92,206.51,235.98,114.58,Liquidation,Walmart,Alex Nguyen,Acme Returns LLC,PO-558,,,2026-09-04
TRG00559,BRTON-WM-FOO,Walmart Monitors (Finished),Accessories,Dell,Good,C,Non RTV,ORD-10559,141.78,162.61,142.66,195.70,Wholesale,Walmart,Sam Patel,Acme Returns LLC,PO-559,,,2026-09-11
TRG00560,MILON-WM-DOTCA-RTV,Walmart Computer Parts (Finished),Computers,HP,Damaged,C,,ORD-10560,74.91,109.38,68.74,146.18,Liquidation,Shopify,Alex Nguyen,Acme Returns LLC,PO-560,,,2026-08-27
TRG00561,MIAFL-HEAD-OFFICE,Open Box Returns,Monitors,Samsung,Very Good,A,RTV Liquidate,ORD-10561,96.90,100.25,258.31,258.90,Wholesale,Shopify,Alex Nguyen,Acme Returns LLC,PO-561,,,2026-09-05
TRG00562,BRTON-WM-BAR,Walmart Computers Parts (Finished),Tablets,Samsung,Good,B,,ORD-10562,0.00,72.34,206.88,134.29,Retail,Shopify,Sam Patel,Acme Returns LLC,PO-562,,,2026-08-20
TRG00564,WFS-OVERFLOW,Walmart Computer Parts (Finished),Headphones,Dell,Good,B,RTV Liquidate,ORD-10564,104.40,109.74,151.52,176.78,Liquidation,Walmart,Jordan Lee,Acme Returns LLC,PO-564,,,2026-08-09
TRG00566,MILON-WM-DOTCA-RTV,Walmart Headphones & Speakers (Not Apple) (Finished),TVs,Samsung,Damaged,B,Non RTV,ORD-10566,0.00,162.47,63.70,213.86,Wholesale,Shopify,Jordan Lee,Acme Returns LLC,PO-566,,,2026-08-22
TRG00567,BRTON-WM-BAR,Walmart Finished Goods Wide Sku (Finished),Headphones,Samsung,Good,B,Non RTV,ORD-10567,36.06,139.95,96.62,245.40,Liquidation,Amazon,Jordan Lee,Acme Returns LLC,PO-567,,,2026-09-01
